"","EventID","ProjectID","Project_Name","LocationID","Site_Name","ISO_Country","Order","Family","Seabird_Name","Sci_Name","SpeciesAutoID","IUCNstat","Social_Attraction","SA_Status","Social_Attraction_Start","Social_Attraction_End","Translocation","Trans_Stat","Translocation_Start","Translocation_End","SA_Implementation","Trans_Implementation","Visitation_PreOperation","Visitation_Operation","Visitation_Yr1_SinceOperation","Breeding_PreOpCat","Breeding_PostOpCat","Breeding_Yr1","Breeding_YrLast","Breeding_Data_Yr","Stimuli_Attraction","Visitation_Translocation","Breeding_Translocated","Family_Common","Reintroductions","method","method_simpl","AllStartYr","AllEndYr","Allduration","SA_duration","Trans_duration","TimeSinceStart","stat_all","Latitude","Longitude","ISO3","Artificial_Location","Island_Mainland","Sensitive","Grouped_Sites","Invasive_Animals","Invasive_Animal_Management","Problematic_Native_Animals","Problematic_Native_Animal_Management","Lead_Organization","Primary_Justification","JustSimple","Legal_Mandate","Community_Engagement","Research","Restore_Ecosystem_Function","Species_Conservation","Other","Unknown","Justification_Other","Threat_Reduction_Justification_Primary","Threat_Reduction_Justification_Secondary","Project_Goal","Number_Target_Species","Data_Quality","References"
"304",367,182,"California Least Tern Mission Bay Park Recovery",260,"Stony Point","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Ongoing",2009,NA,FALSE,"None",NA,NA,"Achieved",NA,"Yes","Yes",2009,"1 - 10","0",2009,2020,2020,"Yes",NA,NA,"Gulls & Terns","Reinforcement","Social_Attraction","Social Attraction",2009,2021,12,12,NA,12,"Ongoing",32.77074,-117.228861,"USA","Yes","Island",FALSE,FALSE,"No","None","Yes","Ongoing","San Diego Audubon;San Diego City Parks Department;California DFW; USFWS;Wildlife Services Program","Species Conservation","Active Restoration",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Invasive Species","attract LETE to nest using social attraction",1,2,"Flaherty, M. 2021, Personal Communication; Frost, N. 2017. California Least Tern Breeding Survey 2016 Season. California Department of Fish and Wildlife; Frost, N. 2016. California Least Tern Breeding Survey 2015 Season. California Department of Fish and Wildlife; Frost, N. 2015. California Least Tern Breeding Survey 2014 Season. California Department of Fish and Wildlife; Frost, N. 2014. California Least Tern Breeding Survey 2013 Season. California Department of Fish and Wildlife; Frost, N. 2013. California Least Tern Breeding Survey 2012 Season. California Department of Fish and Wildlife; Marschalek, D. 2012. California Least Tern Breeding Survey 2011 Season. California Department of Fish and Game; Marschalek, D. 2011. California Least Tern Breeding Survey 2010 Season. California Department of Fish and Game; Marschalek, D. 2010. California Least Tern Breeding Survey 2009 Season. California Department of Fish and Game; Marschalek, D. 2009. California Least Tern Breeding Survey 2008 Season. California Department of Fish and Game"
"305",368,182,"California Least Tern Mission Bay Park Recovery",261,"Crown Point","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Complete",1992,1993,FALSE,"None",NA,NA,"Achieved",NA,"No","No",NA,"0","0",NA,NA,2021,"No",NA,NA,"Gulls & Terns","Reintroduction","Social_Attraction","Social Attraction",1992,1993,1,1,NA,29,"Complete",32.788886,-117.232619,"USA","No","Mainland",FALSE,FALSE,"Unknown","Unknown","Unknown","Unknown","San Diego Audubon;San Diego City Parks Department;California DFW; USFWS;Wildlife Services Program","Species Conservation","Active Restoration",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Invasive Species","attract LETE to nest using social attraction",1,2,"Flaherty, M. 2021, Personal Communication; Caffrey, C. 1998. California Least Tern Breeding Survey 1996 Season. California Department of Fish and Game; Caffrey, C. 1994. California Least Tern Breeding Survey 1993 Season. California Department of Fish and Game; Caffrey, C. 1993. California Least Tern Breeding Survey 1992 Season. California Department of Fish and Game"
"306",370,184,"California Least Tern Venice Beach Restoration",262,"Venice Beach","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Unknown",NA,NA,FALSE,"None",NA,NA,"Achieved",NA,"Yes","Yes",2004,"101 - 500","1 - 10",2004,2016,2016,"Unknown",NA,NA,"Gulls & Terns","Reinforcement","Social_Attraction","Social Attraction",NA,NA,NA,NA,NA,NA,"Unknown",33.986252,-118.475744,"USA","No","Mainland",FALSE,FALSE,"Unknown","Unknown","Yes","Ongoing","USFWS;California Department Fish and Game","Species Conservation","Active Restoration",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Unknown","attract LETE using social attraction",1,3,"Frost, N. 2017. California Least Tern Breeding Survey 2016 Season. California Department of Fish and Wildlife; Frost, N. 2016. California Least Tern Breeding Survey 2015 Season. California Department of Fish and Wildlife; Frost, N. 2015. California Least Tern Breeding Survey 2014 Season. California Department of Fish and Wildlife; Frost, N. 2014. California Least Tern Breeding Survey 2013 Season. California Department of Fish and Wildlife; Frost, N. 2013. California Least Tern Breeding Survey 2012 Season. California Department of Fish and Wildlife; Marschalek, D. 2012. California Least Tern Breeding Survey 2011 Season. California Department of Fish and Game; Marschalek, D. 2011. California Least Tern Breeding Survey 2010 Season. California Department of Fish and Game; Marschalek, D. 2010. California Least Tern Breeding Survey 2009 Season. California Department of Fish and Game; Marschalek, D. 2009. California Least Tern Breeding Survey 2008 Season. California Department of Fish and Game; Marschalek, D. 2008. California Least Tern Breeding Survey 2007 Season. California Department of Fish and Game; Marschalek, D. 2007. California Least Tern Breeding Survey 2006 Season. California Department of Fish and Game; Marschalek, D. 2006. California Least Tern Breeding Survey 2005 Season. California Department of Fish and Game; Marschalek, D. 2005. California Least Tern Breeding Survey 2004 Season. California Department of Fish and Game; Patton, R. 2001. California Least Tern Breeding Survey 2000 Season. California Department of Fish and Game"
"307",371,185,"California Least Tern NAS Restoration",263,"Point Mugu Nesting Islands","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Complete",1998,2000,FALSE,"None",NA,NA,"Achieved",NA,"Yes","Yes",1998,"0","0",1998,2004,2021,"Yes",NA,NA,"Gulls & Terns","Reintroduction","Social_Attraction","Social Attraction",1998,2000,2,2,NA,23,"Complete",34.105118,-119.106656,"USA","Yes","Mainland",FALSE,FALSE,"No","None","Yes","None","US Navy;California DFW","Species Conservation","Active Restoration",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Unknown","attract terns to artificial nesting areas using social attraction",2,2,"Ruane, M. 2021, Personal Communication; Schubal, S. 2019. Social Attraction Tools Database. ; USNAVY. 2019. NAVAL BASE VENTURA COUNTY POINT MUGU LISTED SPECIES MONITORING REPORT 2018. ; Frost, N. 2017. California Least Tern Breeding Survey 2016 Season. California Department of Fish and Wildlife; Marschalek, D. 2005. California Least Tern Breeding Survey 2004 Season. California Department of Fish and Game; Keane, K. 2001. California Least Tern Breeding Survey 1999 Season. California Department of Fish and Game; Patton, R. 2001. California Least Tern Breeding Survey 2000 Season. California Department of Fish and Game; Keane, K. 1999. California Least Tern Breeding Survey 1998 Season. California Department of Fish and Game; Keane, K. 1998. California Least Tern Breeding Survey 1997 Season. California Department of Fish and Game"
"308",372,186,"California Least Tern Newport Slough Restoration",264,"Newport Slough","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Complete",1993,1994,FALSE,"None",NA,NA,"Achieved",NA,"Yes","No",NA,"1 - 10","0",NA,NA,2016,"No",NA,NA,"Gulls & Terns","Reinforcement","Social_Attraction","Social Attraction",1993,1994,1,1,NA,28,"Complete",33.631906,-117.952673,"USA","Yes","Mainland",FALSE,FALSE,"No","None","Yes","None","California DFW","Species Conservation","Active Restoration",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Unknown","attract LETE to nest using social attraction",1,1,"Caffrey, C. 1995. California Least Tern Breeding Survey 1994 Season. California Department of Fish and Game; Caffrey, C. 1994. California Least Tern Breeding Survey 1993 Season. California Department of Fish and Game; Caffrey, C. 1993. California Least Tern Breeding Survey 1992 Season. California Department of Fish and Game"
"309",373,187,"California Least Tern Coal Oil Point Reserve Restoration",265,"Coal Oil Point Reserve","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Ongoing",2006,NA,FALSE,"None",NA,NA,"Achieved",NA,"Unknown","Yes",2006,"0","0",2006,2011,2021,"Yes",NA,NA,"Gulls & Terns","Reintroduction","Social_Attraction","Social Attraction",2006,2021,15,15,NA,15,"Ongoing",34.406899,-119.87782,"USA","No","Mainland",FALSE,FALSE,"No","None","Yes","Ongoing","University of California Santa Barbara;California DFW","Species Conservation","Active Restoration",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Unknown","Attract LETE with social attraction",1,2,"Ruane, M. 2021, Personal Communication; Nielsen, J. 2021, Personal Communication; Schubal, S. 2019. Social Attraction Tools Database. ; Frost, N. 2017. California Least Tern Breeding Survey 2016 Season. California Department of Fish and Wildlife; Frost, N. 2016. California Least Tern Breeding Survey 2015 Season. California Department of Fish and Wildlife; Frost, N. 2015. California Least Tern Breeding Survey 2014 Season. California Department of Fish and Wildlife; Sandoval, C. 2015. COAL OIL POINT RESERVE MANAGEMENT PLAN. University of California; Frost, N. 2014. California Least Tern Breeding Survey 2013 Season. California Department of Fish and Wildlife; Frost, N. 2013. California Least Tern Breeding Survey 2012 Season. California Department of Fish and Wildlife; Marschalek, D. 2011. California Least Tern Breeding Survey 2010 Season. California Department of Fish and Game; Marschalek, D. 2010. California Least Tern Breeding Survey 2009 Season. California Department of Fish and Game; Marschalek, D. 2008. California Least Tern Breeding Survey 2007 Season. California Department of Fish and Game; Marschalek, D. 2007. California Least Tern Breeding Survey 2006 Season. California Department of Fish and Game"
"310",374,188,"California Least Tern Pismo Dunes Restoration",266,"Oceano Dunes SVRA","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Complete",1993,1994,FALSE,"None",NA,NA,"Achieved",NA,"No","No",NA,"0","0",NA,NA,2021,"No",NA,NA,"Gulls & Terns","Reintroduction","Social_Attraction","Social Attraction",1993,1994,1,1,NA,28,"Complete",35.029858,-120.63419,"USA","No","Mainland",FALSE,TRUE,"No","None","Yes","Ongoing","California Department Parks and Recreation;USFWS","Species Conservation","Active Restoration",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Human-Wildlife Conflict","Habitat Loss","Attract LETE to nest in area outside of the off-highway vehicle recreation area",1,1,"Iwanicha, J. 2021, Personal Communication; Iwanicha, J. 2019. NESTING OF THE CALIFORNIA LEAST TERN AND WESTERN SNOWY PLOVER AT
OCEANO DUNES STATE VEHICULAR RECREATION AREA, SAN LUIS OBISPO COUNTY, CALIFORNIA 2019. ; Schubal, S. 2019. Social Attraction Tools Database. ; California Department of Parks and Recreation. 2018. NESTING OF THE CALIFORNIA LEAST TERN AND WESTERN SNOWY PLOVER AT OCEANO DUNES STATE VEHICULAR RECREATION AREA, SAN LUIS OBISPO COUNTY, CALIFORNIA 2018 SEASON. California Department of Parks and Recreation; California Department of Parks and Recreation. 2017. NESTING OF THE CALIFORNIA LEAST TERN AND WESTERN SNOWY PLOVER AT OCEANO DUNES STATE VEHICULAR RECREATION AREA, SAN LUIS OBISPO COUNTY, CALIFORNIA 2017 SEASON. California Department of Parks and Recreation; Frost, N. 2017. California Least Tern Breeding Survey 2016 Season. California Department of Fish and Wildlife; Frost, N. 2016. California Least Tern Breeding Survey 2015 Season. California Department of Fish and Wildlife; Frost, N. 2015. California Least Tern Breeding Survey 2014 Season. California Department of Fish and Wildlife; Frost, N. 2014. California Least Tern Breeding Survey 2013 Season. California Department of Fish and Wildlife; Frost, N. 2013. California Least Tern Breeding Survey 2012 Season. California Department of Fish and Wildlife; Marschalek, D. 2012. California Least Tern Breeding Survey 2011 Season. California Department of Fish and Game; Marschalek, D. 2011. California Least Tern Breeding Survey 2010 Season. California Department of Fish and Game; Marschalek, D. 2010. California Least Tern Breeding Survey 2009 Season. California Department of Fish and Game; Marschalek, D. 2009. California Least Tern Breeding Survey 2008 Season. California Department of Fish and Game; Marschalek, D. 2008. California Least Tern Breeding Survey 2007 Season. California Department of Fish and Game; Marschalek, D. 2007. California Least Tern Breeding Survey 2006 Season. California Department of Fish and Game; Marschalek, D. 2006. California Least Tern Breeding Survey 2005 Season. California Department of Fish and Game; Marschalek, D. 2005. California Least Tern Breeding Survey 2004 Season. California Department of Fish and Game; Keane, K. 2001. California Least Tern Breeding Survey 1999 Season. California Department of Fish and Game; Patton, R. 2001. California Least Tern Breeding Survey 2000 Season. California Department of Fish and Game; Keane, K. 1999. California Least Tern Breeding Survey 1998 Season. California Department of Fish and Game; Keane, K. 1998. California Least Tern Breeding Survey 1997 Season. California Department of Fish and Game; Caffrey, C. 1998. California Least Tern Breeding Survey 1996 Season. California Department of Fish and Game; Caffrey, C. 1997. California Least Tern Breeding Survey 1995 Season. California Department of Fish and Wildlife; Caffrey, C. 1995. California Least Tern Breeding Survey 1994 Season. California Department of Fish and Game; Perry, M. 1994. Comprehensive report for the 1994 breeding seasons of the California Least Tern and the Western Snowy Plover along the Central California Coast. California Department of Parks and Recreation, Off-Highway Vehicle Division; Burton, R. 1994. 1993 BREEDING SEASON FOR CALIFORNIA LEAST TERNS AND WESTERN SNOWY PLOVERS AT PISMO DUNES STATE VEHICULAR RECREATION AREA, CALIFORNIA. California Department of Parks and Recreation Off-Highway Motor Vehicle Recreation Division; Caffrey, C. 1994. California Least Tern Breeding Survey 1993 Season. California Department of Fish and Game; Caffrey, C. 1993. California Least Tern Breeding Survey 1992 Season. California Department of Fish and Game"
"311",376,189,"California Least Tern Vandenberg Air Force Base Restoration",267,"Vandenberg AFB Purisima Point","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Complete",1994,1995,FALSE,"None",NA,NA,"Achieved",NA,"Yes","Yes",1994,"1 - 10","51 - 100",1994,2018,2018,"Yes",NA,NA,"Gulls & Terns","Reinforcement","Social_Attraction","Social Attraction",1994,1995,1,1,NA,27,"Complete",34.756023,-120.637086,"USA","No","Mainland",FALSE,FALSE,"Yes","Unknown","Yes","Ongoing","Vandenberg Air Force Base;California Department of Fish and Game;USFWS","Species Conservation","Active Restoration",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Unknown","promote growth of LETE colony at Purisima Point, while maintaining the health of the surrounding ecosystem; historic goal to attract least terns to nest using decoys",1,2,"Schubal, S. 2019. Social Attraction Tools Database. ; Robinette, D. 2018. Monitoring and Management of the Endangered California Least Tern and the Threatened Western Snowy Plover at Vandenberg Air Force Base, 2018. Point Blue Conservation Science; Frost, N. 2017. California Least Tern Breeding Survey 2016 Season. California Department of Fish and Wildlife; Frost, N. 2016. California Least Tern Breeding Survey 2015 Season. California Department of Fish and Wildlife; Frost, N. 2015. California Least Tern Breeding Survey 2014 Season. California Department of Fish and Wildlife; Frost, N. 2014. California Least Tern Breeding Survey 2013 Season. California Department of Fish and Wildlife; Frost, N. 2013. California Least Tern Breeding Survey 2012 Season. California Department of Fish and Wildlife; Marschalek, D. 2012. California Least Tern Breeding Survey 2011 Season. California Department of Fish and Game; Marschalek, D. 2011. California Least Tern Breeding Survey 2010 Season. California Department of Fish and Game; Marschalek, D. 2010. California Least Tern Breeding Survey 2009 Season. California Department of Fish and Game; Marschalek, D. 2009. California Least Tern Breeding Survey 2008 Season. California Department of Fish and Game; Marschalek, D. 2008. California Least Tern Breeding Survey 2007 Season. California Department of Fish and Game; Marschalek, D. 2007. California Least Tern Breeding Survey 2006 Season. California Department of Fish and Game; Marschalek, D. 2006. California Least Tern Breeding Survey 2005 Season. California Department of Fish and Game; Marschalek, D. 2005. California Least Tern Breeding Survey 2004 Season. California Department of Fish and Game; Patton, R. 2001. California Least Tern Breeding Survey 2000 Season. California Department of Fish and Game; Keane, K. 2001. California Least Tern Breeding Survey 1999 Season. California Department of Fish and Game; Keane, K. 1999. California Least Tern Breeding Survey 1998 Season. California Department of Fish and Game; Keane, K. 1998. California Least Tern Breeding Survey 1997 Season. California Department of Fish and Game; Caffrey, C. 1998. California Least Tern Breeding Survey 1996 Season. California Department of Fish and Game; Caffrey, C. 1997. California Least Tern Breeding Survey 1995 Season. California Department of Fish and Wildlife; Caffrey, C. 1995. California Least Tern Breeding Survey 1994 Season. California Department of Fish and Game; Caffrey, C. 1994. California Least Tern Breeding Survey 1993 Season. California Department of Fish and Game"
"312",375,189,"California Least Tern Vandenberg Air Force Base Restoration",268,"Vandenberg AFB Beach 2","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Complete",1993,1995,FALSE,"None",NA,NA,"Achieved",NA,"Yes","Yes",1993,"Breeding - Size Unknown","11 - 50",1993,2003,2018,"Unknown",NA,NA,"Gulls & Terns","Reinforcement","Social_Attraction","Social Attraction",1993,1995,2,2,NA,28,"Complete",34.779822,-120.627331,"USA","No","Mainland",FALSE,FALSE,"Unknown","Unknown","Yes","Ongoing","Vandenberg Air Force Base;California Department of Fish and Game;USFWS","Species Conservation","Active Restoration",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Unknown","promote growth of LETE colony at Purisima Point, while maintaining the health of the surrounding ecosystem; historic goal to attract least terns to nest using decoys",1,2,"Schubal, S. 2019. Social Attraction Tools Database. ; Robinette, D. 2018. Monitoring and Management of the Endangered California Least Tern and the Threatened Western Snowy Plover at Vandenberg Air Force Base, 2018. Point Blue Conservation Science; Caffrey, C. 1998. California Least Tern Breeding Survey 1996 Season. California Department of Fish and Game; Caffrey, C. 1997. California Least Tern Breeding Survey 1995 Season. California Department of Fish and Wildlife; Caffrey, C. 1995. California Least Tern Breeding Survey 1994 Season. California Department of Fish and Game; Caffrey, C. 1994. California Least Tern Breeding Survey 1993 Season. California Department of Fish and Game"
"313",377,190,"California Least Tern Seal Beach NWR Restoration",269,"NASA Island","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Ongoing",2004,NA,FALSE,"None",NA,NA,"Achieved",NA,"Yes","Yes",2004,"101 - 500","0",2004,2019,2020,"Yes",NA,NA,"Gulls & Terns","Reinforcement","Social_Attraction","Social Attraction",2004,2021,17,17,NA,17,"Ongoing",33.738726,-118.073888,"USA","Yes","Mainland",FALSE,FALSE,"No","None","Yes","Ongoing","USFWS;Aquarium of the Pacific;US Navy","Species Conservation","Active Restoration",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Unknown","attract LETE to nest using social attraction",1,1,"Nye, R. 2021, Personal Communication; Frost, N. 2017. California Least Tern Breeding Survey 2016 Season. California Department of Fish and Wildlife; Frost, N. 2016. California Least Tern Breeding Survey 2015 Season. California Department of Fish and Wildlife; Frost, N. 2015. California Least Tern Breeding Survey 2014 Season. California Department of Fish and Wildlife; Frost, N. 2014. California Least Tern Breeding Survey 2013 Season. California Department of Fish and Wildlife; Frost, N. 2013. California Least Tern Breeding Survey 2012 Season. California Department of Fish and Wildlife; Marschalek, D. 2012. California Least Tern Breeding Survey 2011 Season. California Department of Fish and Game; Marschalek, D. 2011. California Least Tern Breeding Survey 2010 Season. California Department of Fish and Game; Marschalek, D. 2010. California Least Tern Breeding Survey 2009 Season. California Department of Fish and Game; Marschalek, D. 2009. California Least Tern Breeding Survey 2008 Season. California Department of Fish and Game; Marschalek, D. 2008. California Least Tern Breeding Survey 2007 Season. California Department of Fish and Game; Marschalek, D. 2007. California Least Tern Breeding Survey 2006 Season. California Department of Fish and Game; Marschalek, D. 2006. California Least Tern Breeding Survey 2005 Season. California Department of Fish and Game; Marschalek, D. 2005. California Least Tern Breeding Survey 2004 Season. California Department of Fish and Game; Patton, R. 2001. California Least Tern Breeding Survey 2000 Season. California Department of Fish and Game"
"314",379,191,"California Least Tern Upper Newport Bay Ecological Reserve Restoration",270,"New Tern Island","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Complete",2012,2012,FALSE,"None",NA,NA,"Achieved",NA,"No","Unknown",NA,"0","0",NA,NA,2012,"No",NA,NA,"Gulls & Terns","Reintroduction","Social_Attraction","Social Attraction",2012,2012,0,0,NA,9,"Complete",33.647989,-117.886187,"USA","Yes","Island",FALSE,FALSE,"Unknown","Unknown","Unknown","Unknown","California DFW","Species Conservation","Active Restoration",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Unknown","attract LETE to nest using social attraction",1,2,"Frost, N. 2013. California Least Tern Breeding Survey 2012 Season. California Department of Fish and Wildlife"
"315",378,191,"California Least Tern Upper Newport Bay Ecological Reserve Restoration",271,"Tern Island","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Unknown",1999,NA,FALSE,"None",NA,NA,"Achieved",NA,"Yes","Yes",1999,"11 - 50","Breeding - Size Unknown",1999,2016,2016,"Unknown",NA,NA,"Gulls & Terns","Reinforcement","Social_Attraction","Social Attraction",1999,NA,NA,NA,NA,22,"Unknown",33.647341,-117.869372,"USA","Yes","Island",FALSE,FALSE,"No","None","Yes","None","California DFW","Species Conservation","Active Restoration",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Unknown","attract LETE to nest using social attraction",1,3,"Frost, N. 2017. California Least Tern Breeding Survey 2016 Season. California Department of Fish and Wildlife; Frost, N. 2016. California Least Tern Breeding Survey 2015 Season. California Department of Fish and Wildlife; Frost, N. 2015. California Least Tern Breeding Survey 2014 Season. California Department of Fish and Wildlife; Frost, N. 2014. California Least Tern Breeding Survey 2013 Season. California Department of Fish and Wildlife; Frost, N. 2013. California Least Tern Breeding Survey 2012 Season. California Department of Fish and Wildlife; Marschalek, D. 2012. California Least Tern Breeding Survey 2011 Season. California Department of Fish and Game; Marschalek, D. 2011. California Least Tern Breeding Survey 2010 Season. California Department of Fish and Game; Marschalek, D. 2010. California Least Tern Breeding Survey 2009 Season. California Department of Fish and Game; Marschalek, D. 2009. California Least Tern Breeding Survey 2008 Season. California Department of Fish and Game; Marschalek, D. 2008. California Least Tern Breeding Survey 2007 Season. California Department of Fish and Game; Marschalek, D. 2007. California Least Tern Breeding Survey 2006 Season. California Department of Fish and Game; Marschalek, D. 2006. California Least Tern Breeding Survey 2005 Season. California Department of Fish and Game; Marschalek, D. 2005. California Least Tern Breeding Survey 2004 Season. California Department of Fish and Game; Patton, R. 2001. California Least Tern Breeding Survey 2000 Season. California Department of Fish and Game; Keane, K. 2001. California Least Tern Breeding Survey 1999 Season. California Department of Fish and Game; Keane, K. 1999. California Least Tern Breeding Survey 1998 Season. California Department of Fish and Game"
"316",380,192,"California Least Tern Tijuana Estuary South Restoration",272,"Tijuana Estuary South","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Complete",1997,1997,FALSE,"None",NA,NA,"Achieved",NA,"Yes","Yes",1997,"101 - 500","51 - 100",1997,2020,2020,"Yes",NA,NA,"Gulls & Terns","Reinforcement","Social_Attraction","Social Attraction",1997,1997,0,0,NA,24,"Complete",32.539103,-117.12395,"USA","No","Mainland",FALSE,TRUE,"Yes","Ongoing","Yes","Ongoing","USFWS","Species Conservation","Active Restoration",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Unknown","attract LETE to nest using social attraction",1,1,"Patton, R. 2021, Personal Communication; Frost, N. 2017. California Least Tern Breeding Survey 2016 Season. California Department of Fish and Wildlife; Frost, N. 2016. California Least Tern Breeding Survey 2015 Season. California Department of Fish and Wildlife; Frost, N. 2015. California Least Tern Breeding Survey 2014 Season. California Department of Fish and Wildlife; Frost, N. 2014. California Least Tern Breeding Survey 2013 Season. California Department of Fish and Wildlife; Frost, N. 2013. California Least Tern Breeding Survey 2012 Season. California Department of Fish and Wildlife; Marschalek, D. 2012. California Least Tern Breeding Survey 2011 Season. California Department of Fish and Game; Marschalek, D. 2011. California Least Tern Breeding Survey 2010 Season. California Department of Fish and Game; Marschalek, D. 2010. California Least Tern Breeding Survey 2009 Season. California Department of Fish and Game; Marschalek, D. 2009. California Least Tern Breeding Survey 2008 Season. California Department of Fish and Game; Marschalek, D. 2008. California Least Tern Breeding Survey 2007 Season. California Department of Fish and Game; Marschalek, D. 2007. California Least Tern Breeding Survey 2006 Season. California Department of Fish and Game; Marschalek, D. 2006. California Least Tern Breeding Survey 2005 Season. California Department of Fish and Game; Marschalek, D. 2005. California Least Tern Breeding Survey 2004 Season. California Department of Fish and Game; Keane, K. 2001. California Least Tern Breeding Survey 1999 Season. California Department of Fish and Game; Patton, R. 2001. California Least Tern Breeding Survey 2000 Season. California Department of Fish and Game; Keane, K. 1999. California Least Tern Breeding Survey 1998 Season. California Department of Fish and Game; Caffrey, C. 1998. California Least Tern Breeding Survey 1996 Season. California Department of Fish and Game; Keane, K. 1998. California Least Tern Breeding Survey 1997 Season. California Department of Fish and Game"
"317",381,193,"Port of Los Angeles Tern Restoration",273,"Terminal Island","US","Charadriiformes","Laridae","Least Tern","Sternula antillarum",671,"LC",TRUE,"Complete",1993,1997,FALSE,"None",NA,NA,"Achieved",NA,"Yes","Yes",1993,"0","1 - 10",1993,1997,1998,"Yes",NA,NA,"Gulls & Terns","Reintroduction","Social_Attraction","Social Attraction",1993,1997,4,4,NA,28,"Complete",33.740813,-118.259964,"USA","Yes","Island",FALSE,FALSE,"Unknown","Unknown","Yes","Unknown","Port of Los Angeles;California DFW","Species Conservation","Active Restoration",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Habitat Loss","Unknown","attract LETE terns to nest using social attraction",3,1,"Keane, K. 1999. California Least Tern Breeding Survey 1998 Season. California Department of Fish and Game; Caffrey, C. 1998. California Least Tern Breeding Survey 1996 Season. California Department of Fish and Game; Keane, K. 1998. California Least Tern Breeding Survey 1997 Season. California Department of Fish and Game; Caffrey, C. 1997. California Least Tern Breeding Survey 1995 Season. California Department of Fish and Wildlife; Caffrey, C. 1995. California Least Tern Breeding Survey 1994 Season. California Department of Fish and Game; Caffrey, C. 1994. California Least Tern Breeding Survey 1993 Season. California Department of Fish and Game; Caffrey, C. 1993. California Least Tern Breeding Survey 1992 Season. California Department of Fish and Game"
